event_id,control_name,priority_level,priority_score,compliance_control,matched_rules
DRF00135,Control-30,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00135,Control-30,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00111,Control-10,HIGH,78.67,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00111,Control-10,HIGH,78.67,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00111,Control-10,HIGH,78.67,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00425,Control-68,HIGH,66.02,CIS Controls 10.1,"[""Endpoint Protection Disabled""]"
DRF00425,Control-68,HIGH,66.02,NIST SI-3,"[""Endpoint Protection Disabled""]"
DRF00425,Control-68,HIGH,66.02,PCI DSS 5.2,"[""Endpoint Protection Disabled""]"
DRF00463,Control-39,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00463,Control-39,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00463,Control-39,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00463,Control-39,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00128,Control-39,MEDIUM,56.88,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00128,Control-39,MEDIUM,56.88,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00128,Control-39,MEDIUM,56.88,NIST SI-4,"[""DLP Rule Removed""]"
DRF00128,Control-39,MEDIUM,56.88,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00455,Control-80,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00455,Control-80,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00455,Control-80,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00455,Control-80,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00247,Control-19,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00247,Control-19,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00247,Control-19,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00247,Control-19,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00190,Control-84,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00190,Control-84,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00190,Control-84,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00190,Control-84,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00051,Control-90,MEDIUM,64.18,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00051,Control-90,MEDIUM,64.18,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00051,Control-90,MEDIUM,64.18,NIST SI-4,"[""DLP Rule Removed""]"
DRF00051,Control-90,MEDIUM,64.18,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00215,Control-28,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00215,Control-28,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00215,Control-28,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00215,Control-28,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00108,Control-66,MEDIUM,60.2,CIS Controls 10.1,"[""Endpoint Protection Disabled""]"
DRF00108,Control-66,MEDIUM,60.2,NIST SI-3,"[""Endpoint Protection Disabled""]"
DRF00108,Control-66,MEDIUM,60.2,PCI DSS 5.2,"[""Endpoint Protection Disabled""]"
DRF00036,Control-61,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00036,Control-61,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00036,Control-61,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00036,Control-61,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00454,Control-93,HIGH,66.8,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00454,Control-93,HIGH,66.8,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00454,Control-93,HIGH,66.8,NIST SI-4,"[""DLP Rule Removed""]"
DRF00454,Control-93,HIGH,66.8,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00132,Control-5,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00132,Control-5,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00132,Control-5,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00132,Control-5,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00097,Control-32,HIGH,71.71,CIS Controls 10.1,"[""Endpoint Protection Disabled""]"
DRF00097,Control-32,HIGH,71.71,NIST SI-3,"[""Endpoint Protection Disabled""]"
DRF00097,Control-32,HIGH,71.71,PCI DSS 5.2,"[""Endpoint Protection Disabled""]"
DRF00450,Control-25,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00450,Control-25,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00450,Control-25,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00450,Control-25,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00134,Control-55,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00134,Control-55,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00134,Control-55,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00134,Control-55,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00210,Control-86,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00210,Control-86,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00210,Control-86,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00210,Control-86,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00030,Control-34,HIGH,67.93,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00030,Control-34,HIGH,67.93,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00030,Control-34,HIGH,67.93,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00413,Control-13,HIGH,66.39,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00413,Control-13,HIGH,66.39,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00413,Control-13,HIGH,66.39,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00312,Control-31,HIGH,66.21,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00312,Control-31,HIGH,66.21,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00312,Control-31,HIGH,66.21,NIST SI-4,"[""DLP Rule Removed""]"
DRF00312,Control-31,HIGH,66.21,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00364,Control-88,HIGH,77.36,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00364,Control-88,HIGH,77.36,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00364,Control-88,HIGH,77.36,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00381,Control-29,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00381,Control-29,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00381,Control-29,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00381,Control-29,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00048,Control-42,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00048,Control-42,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00048,Control-42,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00048,Control-42,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00366,Control-96,HIGH,69.08,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00366,Control-96,HIGH,69.08,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00366,Control-96,HIGH,69.08,NIST SI-4,"[""DLP Rule Removed""]"
DRF00366,Control-96,HIGH,69.08,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00183,Control-51,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00183,Control-51,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00183,Control-51,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00183,Control-51,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00323,Control-13,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00323,Control-13,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00323,Control-13,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00323,Control-13,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00232,Control-46,HIGH,66.89,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00232,Control-46,HIGH,66.89,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00232,Control-46,HIGH,66.89,NIST SI-4,"[""DLP Rule Removed""]"
DRF00232,Control-46,HIGH,66.89,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00496,Control-14,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00496,Control-14,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00496,Control-14,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00496,Control-14,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00260,Control-85,HIGH,76.88,CIS Controls 10.1,"[""Endpoint Protection Disabled""]"
DRF00260,Control-85,HIGH,76.88,NIST SI-3,"[""Endpoint Protection Disabled""]"
DRF00260,Control-85,HIGH,76.88,PCI DSS 5.2,"[""Endpoint Protection Disabled""]"
DRF00133,Control-98,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00133,Control-98,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00133,Control-98,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00133,Control-98,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00487,Control-86,HIGH,68.47,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00487,Control-86,HIGH,68.47,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00487,Control-86,HIGH,68.47,NIST SI-4,"[""DLP Rule Removed""]"
DRF00487,Control-86,HIGH,68.47,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00089,Control-73,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00089,Control-73,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00089,Control-73,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00089,Control-73,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00308,Control-35,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00308,Control-35,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00308,Control-35,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00308,Control-35,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00378,Control-62,HIGH,66.03,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00378,Control-62,HIGH,66.03,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00378,Control-62,HIGH,66.03,NIST SI-4,"[""DLP Rule Removed""]"
DRF00378,Control-62,HIGH,66.03,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00479,Control-46,HIGH,70.48,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00479,Control-46,HIGH,70.48,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00479,Control-46,HIGH,70.48,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00136,Control-25,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00136,Control-25,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00136,Control-25,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00136,Control-25,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00096,Control-6,HIGH,71.9,CIS Controls 4.1,"[""Cloud Security Policy Removed""]"
DRF00096,Control-6,HIGH,71.9,NIST CM-3,"[""Cloud Security Policy Removed""]"
DRF00096,Control-6,HIGH,71.9,PCI DSS 6.5.1,"[""Cloud Security Policy Removed""]"
DRF00373,Control-87,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00373,Control-87,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00373,Control-87,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00373,Control-87,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
DRF00456,Control-42,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00456,Control-42,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00456,Control-42,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00456,Control-42,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00200,Control-20,MEDIUM,58.98,CIS Controls 3.13,"[""DLP Rule Removed""]"
DRF00200,Control-20,MEDIUM,58.98,GDPR Article 32,"[""DLP Rule Removed""]"
DRF00200,Control-20,MEDIUM,58.98,NIST SI-4,"[""DLP Rule Removed""]"
DRF00200,Control-20,MEDIUM,58.98,PCI DSS 12.3,"[""DLP Rule Removed""]"
DRF00267,Control-55,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00267,Control-55,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00267,Control-55,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00267,Control-55,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00072,Control-69,CRITICAL,92.0,CIS Controls 8.2,"[""Audit Logging Disabled""]"
DRF00072,Control-69,CRITICAL,92.0,NIST AU-2,"[""Audit Logging Disabled""]"
DRF00072,Control-69,CRITICAL,92.0,NIST AU-6,"[""Audit Logging Disabled""]"
DRF00072,Control-69,CRITICAL,92.0,PCI DSS 10.2,"[""Audit Logging Disabled""]"
DRF00495,Control-4,CRITICAL,93.0,CIS Controls 3.11,"[""Encryption Downgrade""]"
DRF00495,Control-4,CRITICAL,93.0,GDPR Article 32,"[""Encryption Downgrade""]"
DRF00495,Control-4,CRITICAL,93.0,NIST SC-13,"[""Encryption Downgrade""]"
DRF00495,Control-4,CRITICAL,93.0,PCI DSS 3.5,"[""Encryption Downgrade""]"
,CloudTrail Disabled,CRITICAL,95.0,CIS AWS 3.1,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,CloudTrail Disabled,CRITICAL,95.0,CIS Controls 8.2,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,CloudTrail Disabled,CRITICAL,95.0,NIST AU-12,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,CloudTrail Disabled,CRITICAL,95.0,NIST AU-2,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,CloudTrail Disabled,CRITICAL,95.0,NIST AU-6,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,CloudTrail Disabled,CRITICAL,95.0,PCI DSS 10.2,"[""CloudTrail Disabled"", ""Audit Logging Disabled""]"
,Firewall Rule Changed,HIGH,84.99,CIS Controls 4.4,"[""Firewall Open To Internet""]"
,Firewall Rule Changed,HIGH,84.99,NIST AC-4,"[""Firewall Open To Internet""]"
,Firewall Rule Changed,HIGH,84.99,NIST SC-7,"[""Firewall Open To Internet""]"
,Firewall Rule Changed,HIGH,84.99,PCI DSS 1.3.1,"[""Firewall Open To Internet""]"
,MFA Disabled,CRITICAL,95.0,CIS Controls 6.3,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,CIS Controls 6.8,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,NIST AC-2,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,NIST AC-6,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,NIST IA-2,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,PCI DSS 7.2,"[""MFA Disabled"", ""Admin Role Granted""]"
,MFA Disabled,CRITICAL,95.0,PCI DSS 8.4.2,"[""MFA Disabled"", ""Admin Role Granted""]"
